rule,frequency,sup,confidence,label,ID 
"['PRP', 'VBZ', 'RBR_less', 'JJ']",4,4,1.0,YES,30326
"['PRP', 'VBZ', 'RBR_less', 'JJ', 'IN']",4,4,1.0,YES,30327
"['PRP', 'VBZ', 'RBR_less', 'JJ', 'IN', 'DT']",4,4,1.0,YES,30328
"['PRP', 'VBZ', 'RBR_less', 'JJ', 'DT']",4,4,1.0,YES,30329
"['PRP', 'VBZ', 'RBR_less', 'IN']",4,4,1.0,YES,30330
"['PRP', 'VBZ', 'RBR_less', 'IN', 'DT']",4,4,1.0,YES,30331
"['PRP', 'VBZ', 'RBR_less', 'DT']",4,4,1.0,YES,30332
"['PRP', 'VBZ', 'JJ', 'IN', 'DT']",4,4,1.0,YES,30333
"['PRP', 'VBZ', 'JJ', 'IN', 'IN']",1,1,1.0,NO,30334
"['PRP', 'VBZ', 'JJ', 'IN', 'NN']",2,2,1.0,NO,30335
"['PRP', 'VBZ', 'JJ', 'DT']",4,4,1.0,YES,30336
"['PRP', 'VBZ', 'JJ', 'NN']",5,5,1.0,NO,30337
"['PRP', 'VBZ', 'JJ', 'NN', 'WRB']",1,1,1.0,NO,30338
"['PRP', 'VBZ', 'JJ', 'VBN']",1,1,1.0,NO,30339
"['PRP', 'VBZ', 'JJ', 'VBN', 'IN']",1,1,1.0,NO,30340
"['PRP', 'VBZ', 'JJ', 'WRB']",1,1,1.0,NO,30341
"['PRP', 'VBZ', 'JJ', 'CC']",1,1,1.0,NO,30342
"['PRP', 'VBZ', 'JJ', 'CC', 'JJ']",1,1,1.0,NO,30343
"['PRP', 'VBZ', 'JJ', 'JJ']",1,1,1.0,NO,30344
"['PRP', 'VBZ', 'IN', 'DT', 'NN']",1,1,1.0,NO,30345
"['PRP', 'VBZ', 'IN', 'JJ']",2,2,1.0,NO,30346
"['PRP', 'VBZ', 'IN', 'JJ', 'NN']",1,1,1.0,NO,30347
"['PRP', 'VBZ', 'IN', 'NN']",5,5,1.0,NO,30348
"['PRP', 'VBZ', 'IN', 'IN']",1,1,1.0,NO,30349
"['PRP', 'VBZ', 'IN', 'PRP']",2,2,1.0,NO,30350
"['PRP', 'VBZ', 'IN', 'PRP', 'RB']",2,2,1.0,NO,30351
"['PRP', 'VBZ', 'IN', 'RB']",2,2,1.0,NO,30352
"['PRP', 'VBZ', 'DT', 'NN']",6,6,1.0,NO,30353
"['PRP', 'VBZ', 'DT', 'NN', 'IN']",1,1,1.0,NO,30354
"['PRP', 'VBZ', 'DT', 'NN', 'CC']",1,1,1.0,NO,30355
"['PRP', 'VBZ', 'DT', 'NN', 'CC', 'RB']",1,1,1.0,NO,30356
"['PRP', 'VBZ', 'DT', 'NN', 'RB']",1,1,1.0,NO,30357
"['PRP', 'VBZ', 'DT', 'NN', 'WRB']",1,1,1.0,NO,30358
"['PRP', 'VBZ', 'DT', 'IN']",5,5,1.0,NO,30359
"['PRP', 'VBZ', 'DT', 'IN', 'NN']",2,2,1.0,NO,30360
"['PRP', 'VBZ', 'DT', 'JJ_same']",1,1,1.0,NO,30361
"['PRP', 'VBZ', 'DT', 'JJ_same', 'NN']",1,1,1.0,NO,30362
"['PRP', 'VBZ', 'DT', 'JJ_same', 'NN', 'CC']",1,1,1.0,NO,30363
"['PRP', 'VBZ', 'DT', 'JJ_same', 'NN', 'CC', 'RB']",1,1,1.0,NO,30364
"['PRP', 'VBZ', 'DT', 'JJ_same', 'NN', 'RB']",1,1,1.0,NO,30365
"['PRP', 'VBZ', 'DT', 'JJ_same', 'CC']",1,1,1.0,NO,30366
"['PRP', 'VBZ', 'DT', 'JJ_same', 'CC', 'RB']",1,1,1.0,NO,30367
"['PRP', 'VBZ', 'DT', 'JJ_same', 'RB']",1,1,1.0,NO,30368
"['PRP', 'VBZ', 'DT', 'CC']",1,1,1.0,NO,30369
"['PRP', 'VBZ', 'DT', 'CC', 'RB']",1,1,1.0,NO,30370
"['PRP', 'VBZ', 'DT', 'RB']",1,1,1.0,NO,30371
"['PRP', 'VBZ', 'DT', 'JJS_worst']",1,1,1.0,NO,30372
"['PRP', 'VBZ', 'DT', 'JJS_worst', 'JJ']",1,1,1.0,NO,30373
"['PRP', 'VBZ', 'DT', 'JJS_worst', 'JJ', 'VBN']",1,1,1.0,NO,30374
"['PRP', 'VBZ', 'DT', 'JJS_worst', 'JJ', 'VBN', 'IN']",1,1,1.0,NO,30375
"['PRP', 'VBZ', 'DT', 'JJS_worst', 'JJ', 'IN']",1,1,1.0,NO,30376
"['PRP', 'VBZ', 'DT', 'JJS_worst', 'VBN']",1,1,1.0,NO,30377
"['PRP', 'VBZ', 'DT', 'JJS_worst', 'VBN', 'IN']",1,1,1.0,NO,30378
"['PRP', 'VBZ', 'DT', 'JJS_worst', 'IN']",1,1,1.0,NO,30379
"['PRP', 'VBZ', 'DT', 'JJ']",4,4,1.0,NO,30380
"['PRP', 'VBZ', 'DT', 'JJ', 'VBN']",1,1,1.0,NO,30381
"['PRP', 'VBZ', 'DT', 'JJ', 'VBN', 'IN']",1,1,1.0,NO,30382
"['PRP', 'VBZ', 'DT', 'JJ', 'IN']",3,3,1.0,NO,30383
"['PRP', 'VBZ', 'DT', 'JJ', 'IN', 'NN']",2,2,1.0,NO,30384
"['PRP', 'VBZ', 'DT', 'JJ', 'NN']",3,3,1.0,NO,30385
"['PRP', 'VBZ', 'DT', 'JJ', 'NN', 'WRB']",1,1,1.0,NO,30386
"['PRP', 'VBZ', 'DT', 'JJ', 'WRB']",1,1,1.0,NO,30387
"['PRP', 'VBZ', 'DT', 'VBN']",1,1,1.0,NO,30388
"['PRP', 'VBZ', 'DT', 'VBN', 'IN']",1,1,1.0,NO,30389
"['PRP', 'VBZ', 'DT', 'RBS_most']",2,2,1.0,NO,30390
"['PRP', 'VBZ', 'DT', 'RBS_most', 'JJ']",2,2,1.0,NO,30391
"['PRP', 'VBZ', 'DT', 'RBS_most', 'JJ', 'IN']",2,2,1.0,NO,30392
"['PRP', 'VBZ', 'DT', 'RBS_most', 'JJ', 'IN', 'NN']",2,2,1.0,NO,30393
"['PRP', 'VBZ', 'DT', 'RBS_most', 'JJ', 'NN']",2,2,1.0,NO,30394
"['PRP', 'VBZ', 'DT', 'RBS_most', 'IN']",2,2,1.0,NO,30395
"['PRP', 'VBZ', 'DT', 'RBS_most', 'IN', 'NN']",2,2,1.0,NO,30396
"['PRP', 'VBZ', 'DT', 'RBS_most', 'NN']",2,2,1.0,NO,30397
"['PRP', 'VBZ', 'DT', 'RB_similar']",1,1,1.0,NO,30398
"['PRP', 'VBZ', 'DT', 'RB_similar', 'JJ']",1,1,1.0,NO,30399
"['PRP', 'VBZ', 'DT', 'RB_similar', 'JJ', 'NN']",1,1,1.0,NO,30400
"['PRP', 'VBZ', 'DT', 'RB_similar', 'JJ', 'NN', 'WRB']",1,1,1.0,NO,30401
"['PRP', 'VBZ', 'DT', 'RB_similar', 'JJ', 'WRB']",1,1,1.0,NO,30402
"['PRP', 'VBZ', 'DT', 'RB_similar', 'NN']",1,1,1.0,NO,30403
"['PRP', 'VBZ', 'DT', 'RB_similar', 'NN', 'WRB']",1,1,1.0,NO,30404
"['PRP', 'VBZ', 'DT', 'RB_similar', 'WRB']",1,1,1.0,NO,30405
"['PRP', 'VBZ', 'DT', 'WRB']",1,1,1.0,NO,30406
"['PRP', 'VBZ', 'RB']",10,10,1.0,NO,30407
"['PRP', 'VBZ', 'RB', 'RBR_longer']",1,1,1.0,NO,30408
"['PRP', 'VBZ', 'RB', 'RBR_longer', 'PRP']",1,1,1.0,NO,30409
"['PRP', 'VBZ', 'RB', 'PRP']",3,3,1.0,NO,30410
"['PRP', 'VBZ', 'RB', 'PRP', 'RB']",2,2,1.0,NO,30411
"['PRP', 'VBZ', 'RB', 'IN_like']",1,1,1.0,NO,30412
"['PRP', 'VBZ', 'RB', 'IN_like', 'DT']",1,1,1.0,NO,30413
"['PRP', 'VBZ', 'RB', 'IN_like', 'DT', 'NN']",1,1,1.0,NO,30414
"['PRP', 'VBZ', 'RB', 'IN_like', 'DT', 'NN', 'IN']",1,1,1.0,NO,30415
"['PRP', 'VBZ', 'RB', 'IN_like', 'DT', 'IN']",1,1,1.0,NO,30416
"['PRP', 'VBZ', 'RB', 'IN_like', 'NN']",1,1,1.0,NO,30417
"['PRP', 'VBZ', 'RB', 'IN_like', 'NN', 'IN']",1,1,1.0,NO,30418
"['PRP', 'VBZ', 'RB', 'IN_like', 'IN']",1,1,1.0,NO,30419
"['PRP', 'VBZ', 'RB', 'DT']",1,1,1.0,NO,30420
"['PRP', 'VBZ', 'RB', 'DT', 'NN']",1,1,1.0,NO,30421
"['PRP', 'VBZ', 'RB', 'DT', 'NN', 'IN']",1,1,1.0,NO,30422
"['PRP', 'VBZ', 'RB', 'DT', 'IN']",1,1,1.0,NO,30423
"['PRP', 'VBZ', 'RB', 'NN']",1,1,1.0,NO,30424
"['PRP', 'VBZ', 'RB', 'NN', 'IN']",1,1,1.0,NO,30425
"['PRP', 'VBZ', 'RB', 'IN']",3,3,1.0,NO,30426
"['PRP', 'VBZ', 'RB', 'IN', 'PRP']",2,2,1.0,NO,30427
"['PRP', 'VBZ', 'RB', 'IN', 'PRP', 'RB']",2,2,1.0,NO,30428
"['PRP', 'VBZ', 'RB', 'IN', 'RB']",2,2,1.0,NO,30429
"['PRP', 'VBZ', 'RB', 'JJR_less']",2,2,1.0,NO,30430
"['PRP', 'VBZ', 'RB', 'JJR_less', 'IN']",2,2,1.0,NO,30431
"['PRP', 'VBZ', 'RB', 'JJR_less', 'IN', 'PRP']",2,2,1.0,NO,30432
"['PRP', 'VBZ', 'RB', 'JJR_less', 'IN', 'PRP', 'RB']",2,2,1.0,NO,30433
"['PRP', 'VBZ', 'RB', 'JJR_less', 'IN', 'RB']",2,2,1.0,NO,30434
"['PRP', 'VBZ', 'RB', 'JJR_less', 'PRP']",2,2,1.0,NO,30435
"['PRP', 'VBZ', 'RB', 'JJR_less', 'PRP', 'RB']",2,2,1.0,NO,30436
"['PRP', 'VBZ', 'RB', 'JJR_less', 'RB']",2,2,1.0,NO,30437
"['PRP', 'VBZ', 'RB', 'RB']",5,5,1.0,NO,30438
"['PRP', 'VBZ', 'RB', 'RB', 'RBR']",1,1,1.0,NO,30439
"['PRP', 'VBZ', 'RB', 'RB', 'RBR', 'RB']",1,1,1.0,NO,30440
"['PRP', 'VBZ', 'RB', 'RB', 'RB']",1,1,1.0,NO,30441
"['PRP', 'VBZ', 'RB', 'JJ_differ']",1,1,1.0,NO,30442
"['PRP', 'VBZ', 'RB', 'JJ_differ', 'RB']",1,1,1.0,NO,30443
"['PRP', 'VBZ', 'RB', 'JJ_differ', 'RB', 'RBR']",1,1,1.0,NO,30444
"['PRP', 'VBZ', 'RB', 'JJ_differ', 'RB', 'RBR', 'RB']",1,1,1.0,NO,30445
"['PRP', 'VBZ', 'RB', 'JJ_differ', 'RB', 'RB']",1,1,1.0,NO,30446
"['PRP', 'VBZ', 'RB', 'JJ_differ', 'RBR']",1,1,1.0,NO,30447
"['PRP', 'VBZ', 'RB', 'JJ_differ', 'RBR', 'RB']",1,1,1.0,NO,30448
"['PRP', 'VBZ', 'RB', 'RBR']",1,1,1.0,NO,30449
"['PRP', 'VBZ', 'RB', 'RBR', 'RB']",1,1,1.0,NO,30450
"['PRP', 'VBZ', 'RBR_longer']",1,1,1.0,NO,30451
"['PRP', 'VBZ', 'RBR_longer', 'PRP']",1,1,1.0,NO,30452
"['PRP', 'VBZ', 'PRP']",5,5,1.0,NO,30453
"['PRP', 'VBZ', 'PRP', 'VBP']",2,2,1.0,NO,30454
"['PRP', 'VBZ', 'PRP', 'VBP', 'JJ']",1,1,1.0,NO,30455
"['PRP', 'VBZ', 'PRP', 'VBP', 'RB']",1,1,1.0,NO,30456
"['PRP', 'VBZ', 'PRP', 'JJ']",1,1,1.0,NO,30457
"['PRP', 'VBZ', 'PRP', 'RB']",3,3,1.0,NO,30458
"['PRP', 'VBZ', 'JJ_top']",1,1,1.0,NO,30459
"['PRP', 'VBZ', 'JJ_top', 'NN']",1,1,1.0,NO,30460
"['PRP', 'VBZ', 'JJ_top', 'NN', 'CC']",1,1,1.0,NO,30461
"['PRP', 'VBZ', 'JJ_top', 'NN', 'CC', 'DT']",1,1,1.0,NO,30462
"['PRP', 'VBZ', 'JJ_top', 'NN', 'DT']",1,1,1.0,NO,30463
"['PRP', 'VBZ', 'JJ_top', 'CC']",1,1,1.0,NO,30464
"['PRP', 'VBZ', 'JJ_top', 'CC', 'DT']",1,1,1.0,NO,30465
"['PRP', 'VBZ', 'JJ_top', 'DT']",1,1,1.0,NO,30466
"['PRP', 'VBZ', 'NN']",10,10,1.0,NO,30467
"['PRP', 'VBZ', 'NN', 'CC']",2,2,1.0,NO,30468
"['PRP', 'VBZ', 'NN', 'CC', 'DT']",1,1,1.0,NO,30469
"['PRP', 'VBZ', 'NN', 'CC', 'RB']",1,1,1.0,NO,30470
"['PRP', 'VBZ', 'NN', 'DT']",1,1,1.0,NO,30471
"['PRP', 'VBZ', 'NN', 'IN']",1,1,1.0,NO,30472
"['PRP', 'VBZ', 'NN', 'RB']",1,1,1.0,NO,30473
"['PRP', 'VBZ', 'NN', 'WRB']",1,1,1.0,NO,30474
"['PRP', 'VBZ', 'CC']",3,3,1.0,NO,30475
"['PRP', 'VBZ', 'CC', 'DT']",1,1,1.0,NO,30476
"['PRP', 'VBZ', 'CC', 'RB']",1,1,1.0,NO,30477
"['PRP', 'VBZ', 'CC', 'JJ']",1,1,1.0,NO,30478
"['PRP', 'VBZ', 'IN_like']",1,1,1.0,NO,30479
"['PRP', 'VBZ', 'IN_like', 'DT']",1,1,1.0,NO,30480
"['PRP', 'VBZ', 'IN_like', 'DT', 'NN']",1,1,1.0,NO,30481
"['PRP', 'VBZ', 'IN_like', 'DT', 'NN', 'IN']",1,1,1.0,NO,30482
"['PRP', 'VBZ', 'IN_like', 'DT', 'IN']",1,1,1.0,NO,30483
"['PRP', 'VBZ', 'IN_like', 'NN']",1,1,1.0,NO,30484
"['PRP', 'VBZ', 'IN_like', 'NN', 'IN']",1,1,1.0,NO,30485
"['PRP', 'VBZ', 'IN_like', 'IN']",1,1,1.0,NO,30486
"['PRP', 'VBZ', 'VB_top']",1,1,1.0,NO,30487
"['PRP', 'VBZ', 'VB_top', 'PRP$']",1,1,1.0,NO,30488
"['PRP', 'VBZ', 'VB_top', 'PRP$', 'JJ']",1,1,1.0,NO,30489
"['PRP', 'VBZ', 'VB_top', 'PRP$', 'JJ', 'NN']",1,1,1.0,NO,30490
"['PRP', 'VBZ', 'VB_top', 'PRP$', 'NN']",1,1,1.0,NO,30491
"['PRP', 'VBZ', 'VB_top', 'JJ']",1,1,1.0,NO,30492
"['PRP', 'VBZ', 'VB_top', 'JJ', 'NN']",1,1,1.0,NO,30493
"['PRP', 'VBZ', 'VB_top', 'NN']",1,1,1.0,NO,30494
"['PRP', 'VBZ', 'PRP$']",1,1,1.0,NO,30495
"['PRP', 'VBZ', 'PRP$', 'JJ']",1,1,1.0,NO,30496
"['PRP', 'VBZ', 'PRP$', 'JJ', 'NN']",1,1,1.0,NO,30497
"['PRP', 'VBZ', 'PRP$', 'NN']",1,1,1.0,NO,30498
"['PRP', 'VBZ', 'JJ_similar']",1,1,1.0,NO,30499
"['PRP', 'VBZ', 'JJ_similar', 'TO']",1,1,1.0,NO,30500
"['PRP', 'VBZ', 'JJ_similar', 'TO', 'DT']",1,1,1.0,NO,30501
"['PRP', 'VBZ', 'JJ_similar', 'TO', 'DT', 'IN']",1,1,1.0,NO,30502
"['PRP', 'VBZ', 'JJ_similar', 'TO', 'IN']",1,1,1.0,NO,30503
"['PRP', 'VBZ', 'JJ_similar', 'DT']",1,1,1.0,NO,30504
"['PRP', 'VBZ', 'JJ_similar', 'DT', 'IN']",1,1,1.0,NO,30505
"['PRP', 'VBZ', 'JJ_similar', 'IN']",1,1,1.0,NO,30506
"['PRP', 'VBZ', 'TO']",4,4,1.0,NO,30507
"['PRP', 'VBZ', 'TO', 'DT']",1,1,1.0,NO,30508
"['PRP', 'VBZ', 'TO', 'DT', 'IN']",1,1,1.0,NO,30509
"['PRP', 'VBZ', 'TO', 'IN']",2,2,1.0,NO,30510
"['PRP', 'VBZ', 'TO', 'VB']",1,1,1.0,NO,30511
"['PRP', 'VBZ', 'TO', 'VB', 'IN']",1,1,1.0,NO,30512
"['PRP', 'VBZ', 'JJ_same']",1,1,1.0,NO,30513
"['PRP', 'VBZ', 'JJ_same', 'NN']",1,1,1.0,NO,30514
"['PRP', 'VBZ', 'JJ_same', 'NN', 'CC']",1,1,1.0,NO,30515
"['PRP', 'VBZ', 'JJ_same', 'NN', 'CC', 'RB']",1,1,1.0,NO,30516
"['PRP', 'VBZ', 'JJ_same', 'NN', 'RB']",1,1,1.0,NO,30517
"['PRP', 'VBZ', 'JJ_same', 'CC']",1,1,1.0,NO,30518
"['PRP', 'VBZ', 'JJ_same', 'CC', 'RB']",1,1,1.0,NO,30519
"['PRP', 'VBZ', 'JJ_same', 'RB']",1,1,1.0,NO,30520
"['PRP', 'VBZ', 'RBR_more']",4,4,1.0,NO,30521
"['PRP', 'VBZ', 'RBR_more', 'IN']",3,3,1.0,NO,30522
"['PRP', 'VBZ', 'RBR_more', 'IN', 'JJ']",2,2,1.0,NO,30523
"['PRP', 'VBZ', 'RBR_more', 'IN', 'JJ', 'NN']",1,1,1.0,NO,30524
"['PRP', 'VBZ', 'RBR_more', 'IN', 'NN']",1,1,1.0,NO,30525
"['PRP', 'VBZ', 'RBR_more', 'IN', 'IN']",1,1,1.0,NO,30526
"['PRP', 'VBZ', 'RBR_more', 'JJ']",4,4,1.0,NO,30527
"['PRP', 'VBZ', 'RBR_more', 'JJ', 'NN']",1,1,1.0,NO,30528
"['PRP', 'VBZ', 'RBR_more', 'JJ', 'IN']",1,1,1.0,NO,30529
"['PRP', 'VBZ', 'RBR_more', 'JJ', 'IN', 'IN']",1,1,1.0,NO,30530
"['PRP', 'VBZ', 'RBR_more', 'JJ', 'CC']",1,1,1.0,NO,30531
"['PRP', 'VBZ', 'RBR_more', 'JJ', 'CC', 'JJ']",1,1,1.0,NO,30532
"['PRP', 'VBZ', 'RBR_more', 'JJ', 'JJ']",1,1,1.0,NO,30533
"['PRP', 'VBZ', 'RBR_more', 'NN']",1,1,1.0,NO,30534
"['PRP', 'VBZ', 'RBR_more', 'CC']",1,1,1.0,NO,30535
"['PRP', 'VBZ', 'RBR_more', 'CC', 'JJ']",1,1,1.0,NO,30536
"['PRP', 'VBZ', 'JJS_worst']",1,1,1.0,NO,30537
"['PRP', 'VBZ', 'JJS_worst', 'JJ']",1,1,1.0,NO,30538
"['PRP', 'VBZ', 'JJS_worst', 'JJ', 'VBN']",1,1,1.0,NO,30539
"['PRP', 'VBZ', 'JJS_worst', 'JJ', 'VBN', 'IN']",1,1,1.0,NO,30540
"['PRP', 'VBZ', 'JJS_worst', 'JJ', 'IN']",1,1,1.0,NO,30541
"['PRP', 'VBZ', 'JJS_worst', 'VBN']",1,1,1.0,NO,30542
"['PRP', 'VBZ', 'JJS_worst', 'VBN', 'IN']",1,1,1.0,NO,30543
"['PRP', 'VBZ', 'JJS_worst', 'IN']",1,1,1.0,NO,30544
"['PRP', 'VBZ', 'VBN']",3,3,1.0,NO,30545
"['PRP', 'VBZ', 'VBN', 'IN']",1,1,1.0,NO,30546
"['PRP', 'VBZ', 'VBN', 'DT_all']",2,2,1.0,NO,30547
"['PRP', 'VBZ', 'VBN', 'DT_all', 'RB']",2,2,1.0,NO,30548
"['PRP', 'VBZ', 'VBN', 'DT_all', 'RB', 'RB']",2,2,1.0,NO,30549
"['PRP', 'VBZ', 'VBN', 'RB']",2,2,1.0,NO,30550
"['PRP', 'VBZ', 'VBN', 'RB', 'RB']",2,2,1.0,NO,30551
"['PRP', 'VBZ', 'VB']",3,3,1.0,NO,30552
"['PRP', 'VBZ', 'VB', 'VBD']",1,1,1.0,NO,30553
"['PRP', 'VBZ', 'VB', 'DT_all']",1,1,1.0,NO,30554
"['PRP', 'VBZ', 'VB', 'DT_all', 'PRP']",1,1,1.0,NO,30555
"['PRP', 'VBZ', 'VB', 'DT_all', 'PRP', 'VBP']",1,1,1.0,NO,30556
"['PRP', 'VBZ', 'VB', 'DT_all', 'PRP', 'VBP', 'JJ']",1,1,1.0,NO,30557
"['PRP', 'VBZ', 'VB', 'DT_all', 'PRP', 'JJ']",1,1,1.0,NO,30558
"['PRP', 'VBZ', 'VB', 'DT_all', 'VBP']",1,1,1.0,NO,30559
"['PRP', 'VBZ', 'VB', 'DT_all', 'VBP', 'JJ']",1,1,1.0,NO,30560
"['PRP', 'VBZ', 'VB', 'DT_all', 'JJ']",1,1,1.0,NO,30561
"['PRP', 'VBZ', 'VB', 'PRP']",1,1,1.0,NO,30562
"['PRP', 'VBZ', 'VB', 'PRP', 'VBP']",1,1,1.0,NO,30563
"['PRP', 'VBZ', 'VB', 'PRP', 'VBP', 'JJ']",1,1,1.0,NO,30564
"['PRP', 'VBZ', 'VB', 'PRP', 'JJ']",1,1,1.0,NO,30565
"['PRP', 'VBZ', 'VB', 'VBP']",1,1,1.0,NO,30566
"['PRP', 'VBZ', 'VB', 'VBP', 'JJ']",1,1,1.0,NO,30567
"['PRP', 'VBZ', 'VB', 'JJ']",1,1,1.0,NO,30568
"['PRP', 'VBZ', 'VB', 'IN']",1,1,1.0,NO,30569
"['PRP', 'VBZ', 'VBD']",2,2,1.0,NO,30570
"['PRP', 'VBZ', 'VBD', 'DT_all']",1,1,1.0,NO,30571
"['PRP', 'VBZ', 'VBD', 'DT_all', 'IN']",1,1,1.0,NO,30572
"['PRP', 'VBZ', 'VBD', 'DT_all', 'IN', 'DT']",1,1,1.0,NO,30573
"['PRP', 'VBZ', 'VBD', 'DT_all', 'IN', 'DT', 'NN']",1,1,1.0,NO,30574
"['PRP', 'VBZ', 'VBD', 'DT_all', 'IN', 'NN']",1,1,1.0,NO,30575
"['PRP', 'VBZ', 'VBD', 'DT_all', 'DT']",1,1,1.0,NO,30576
"['PRP', 'VBZ', 'VBD', 'DT_all', 'DT', 'NN']",1,1,1.0,NO,30577
"['PRP', 'VBZ', 'VBD', 'DT_all', 'NN']",1,1,1.0,NO,30578
"['PRP', 'VBZ', 'VBD', 'IN']",1,1,1.0,NO,30579
"['PRP', 'VBZ', 'VBD', 'IN', 'DT']",1,1,1.0,NO,30580
"['PRP', 'VBZ', 'VBD', 'IN', 'DT', 'NN']",1,1,1.0,NO,30581
"['PRP', 'VBZ', 'VBD', 'IN', 'NN']",1,1,1.0,NO,30582
"['PRP', 'VBZ', 'VBD', 'DT']",1,1,1.0,NO,30583
"['PRP', 'VBZ', 'VBD', 'DT', 'NN']",1,1,1.0,NO,30584
"['PRP', 'VBZ', 'VBD', 'NN']",1,1,1.0,NO,30585
"['PRP', 'VBZ', 'DT_all']",5,5,1.0,NO,30586
"['PRP', 'VBZ', 'DT_all', 'PRP']",2,2,1.0,NO,30587
"['PRP', 'VBZ', 'DT_all', 'PRP', 'VBP']",2,2,1.0,NO,30588
"['PRP', 'VBZ', 'DT_all', 'PRP', 'VBP', 'JJ']",1,1,1.0,NO,30589
"['PRP', 'VBZ', 'DT_all', 'PRP', 'VBP', 'RB']",1,1,1.0,NO,30590
"['PRP', 'VBZ', 'DT_all', 'PRP', 'JJ']",1,1,1.0,NO,30591
"['PRP', 'VBZ', 'DT_all', 'PRP', 'RB']",1,1,1.0,NO,30592
"['PRP', 'VBZ', 'DT_all', 'VBP']",2,2,1.0,NO,30593
"['PRP', 'VBZ', 'DT_all', 'VBP', 'JJ']",1,1,1.0,NO,30594
"['PRP', 'VBZ', 'DT_all', 'VBP', 'RB']",1,1,1.0,NO,30595
"['PRP', 'VBZ', 'DT_all', 'JJ']",1,1,1.0,NO,30596
"['PRP', 'VBZ', 'DT_all', 'IN']",1,1,1.0,NO,30597
"['PRP', 'VBZ', 'DT_all', 'IN', 'DT']",1,1,1.0,NO,30598
"['PRP', 'VBZ', 'DT_all', 'IN', 'DT', 'NN']",1,1,1.0,NO,30599
"['PRP', 'VBZ', 'DT_all', 'IN', 'NN']",1,1,1.0,NO,30600
"['PRP', 'VBZ', 'DT_all', 'DT']",1,1,1.0,NO,30601
"['PRP', 'VBZ', 'DT_all', 'DT', 'NN']",1,1,1.0,NO,30602
"['PRP', 'VBZ', 'DT_all', 'NN']",1,1,1.0,NO,30603
"['PRP', 'VBZ', 'DT_all', 'RB']",3,3,1.0,NO,30604
"['PRP', 'VBZ', 'DT_all', 'RB', 'RB']",2,2,1.0,NO,30605
"['PRP', 'VBZ', 'VBP']",2,2,1.0,NO,30606
"['PRP', 'VBZ', 'VBP', 'JJ']",1,1,1.0,NO,30607
"['PRP', 'VBZ', 'VBP', 'RB']",1,1,1.0,NO,30608
"['PRP', 'VBZ', 'JJR_more']",1,1,1.0,NO,30609
"['PRP', 'VBZ', 'JJR_more', 'NNS']",1,1,1.0,NO,30610
"['PRP', 'VBZ', 'JJR_more', 'NNS', 'IN']",1,1,1.0,NO,30611
"['PRP', 'VBZ', 'JJR_more', 'NNS', 'IN', 'NN']",1,1,1.0,NO,30612
"['PRP', 'VBZ', 'JJR_more', 'NNS', 'NN']",1,1,1.0,NO,30613
"['PRP', 'VBZ', 'JJR_more', 'IN']",1,1,1.0,NO,30614
"['PRP', 'VBZ', 'JJR_more', 'IN', 'NN']",1,1,1.0,NO,30615
"['PRP', 'VBZ', 'JJR_more', 'NN']",1,1,1.0,NO,30616
"['PRP', 'VBZ', 'NNS']",1,1,1.0,NO,30617
"['PRP', 'VBZ', 'NNS', 'IN']",1,1,1.0,NO,30618
"['PRP', 'VBZ', 'NNS', 'IN', 'NN']",1,1,1.0,NO,30619
"['PRP', 'VBZ', 'NNS', 'NN']",1,1,1.0,NO,30620
"['PRP', 'VBZ', 'RBR_closer']",1,1,1.0,NO,30621
"['PRP', 'VBZ', 'RBR_closer', 'TO']",1,1,1.0,NO,30622
"['PRP', 'VBZ', 'RBR_closer', 'TO', 'VB']",1,1,1.0,NO,30623
"['PRP', 'VBZ', 'RBR_closer', 'TO', 'VB', 'IN']",1,1,1.0,NO,30624
"['PRP', 'VBZ', 'RBR_closer', 'TO', 'IN']",1,1,1.0,NO,30625
"['PRP', 'VBZ', 'RBR_closer', 'VB']",1,1,1.0,NO,30626
"['PRP', 'VBZ', 'RBR_closer', 'VB', 'IN']",1,1,1.0,NO,30627
"['PRP', 'VBZ', 'RBR_closer', 'IN']",1,1,1.0,NO,30628
"['PRP', 'VBZ', 'RBS_most']",2,2,1.0,NO,30629
"['PRP', 'VBZ', 'RBS_most', 'JJ']",2,2,1.0,NO,30630
"['PRP', 'VBZ', 'RBS_most', 'JJ', 'IN']",2,2,1.0,NO,30631
"['PRP', 'VBZ', 'RBS_most', 'JJ', 'IN', 'NN']",2,2,1.0,NO,30632
"['PRP', 'VBZ', 'RBS_most', 'JJ', 'NN']",2,2,1.0,NO,30633
"['PRP', 'VBZ', 'RBS_most', 'IN']",2,2,1.0,NO,30634
"['PRP', 'VBZ', 'RBS_most', 'IN', 'NN']",2,2,1.0,NO,30635
"['PRP', 'VBZ', 'RBS_most', 'NN']",2,2,1.0,NO,30636
"['PRP', 'VBZ', 'RP']",3,3,1.0,NO,30637
"['PRP', 'VBZ', 'RP', 'TO']",1,1,1.0,NO,30638
"['PRP', 'VBZ', 'JJR_less']",2,2,1.0,NO,30639
"['PRP', 'VBZ', 'JJR_less', 'IN']",2,2,1.0,NO,30640
"['PRP', 'VBZ', 'JJR_less', 'IN', 'PRP']",2,2,1.0,NO,30641
